"","name","address","vacancy","postcode","lga"
"2240","Little Hands Preschool Toormina","TOORMINA NSW 2452","No Vacancy","2452","Coffs Harbour"
"2241","Valley Preschool","UPPER ORARA NSW 2450",NA,"2450","Coffs Harbour"
"2242","Green Leaves Early Learning Moonee Beach","MOONEE BEACH NSW 2450","Vacancy","2450","Coffs Harbour"
"2243","Goodstart Early Learning Moonee Beach","MOONEE BEACH NSW 2450","Vacancy","2450","Coffs Harbour"
"2244","Country Cubs Preschool & Long Day Care","CORAMBA NSW 2450","No Vacancy","2450","Coffs Harbour"
"2245","Country Cubs Vacation/After School Care","CORAMBA NSW 2450","No Vacancy","2450","Coffs Harbour"
"2246","Milestones Early Learning Emerald Beach","EMERALD BEACH NSW 2456","Vacancy","2456","Coffs Harbour"
"2247","Lower Bucca Community Preschool Incorporated","BUCCA NSW 2450",NA,"2450","Coffs Harbour"
"2248","Sandy Beach Early Learning Centre & Long Day Care","SANDY BEACH NSW 2456","Vacancy","2456","Coffs Harbour"
"2249","Bangalee Early Learning Centre","SANDY BEACH NSW 2456","Vacancy","2456","Coffs Harbour"
"2250","Community OOSH Services (Woolgoolga)","WOOLGOOLGA NSW 2456","No Vacancy","2456","Coffs Harbour"
"2251","Nana Glen Preschool","NANA GLEN NSW 2450",NA,"2450","Coffs Harbour"
"2252","Milestones Early Learning Woolgoolga","WOOLGOOLGA NSW 2456","Vacancy","2456","Coffs Harbour"
"2253","Rainbow Cottage Early Learning Centre","WOOLGOOLGA NSW 2456","No Vacancy","2456","Coffs Harbour"
"2254","Billabong Kids Central Woolgoolga","WOOLGOOLGA NSW 2456","Vacancy","2456","Coffs Harbour"
"2255","The Mountain Preschool, Lowanna Incorporated","LOWANNA NSW 2450",NA,"2450","Coffs Harbour"
"2256","OAC Urunga Out of School Hours Care","URUNGA NSW 2455","Vacancy","2455","Bellingen"
"2257","Open Arms Care Inc. Family Day Care","URUNGA NSW 2455","Vacancy","2455","Bellingen"
"2258","Urunga Community Preschool Incorporated","URUNGA NSW 2455",NA,"2455","Bellingen"
"2259","Stepping Stones Preschool and Childcare Centre","URUNGA NSW 2455","No Vacancy","2455","Bellingen"
"2260","Mullaway Early Years Learning Centre","MULLAWAY NSW 2456","No Vacancy","2456","Coffs Harbour"
"2261","Dawn Song Children's Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2262","OAC Bellingen Out of School Hours Care","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2263","Bellingen Burrow Long Day Care Centre","BELLINGEN NSW 2454","No Vacancy","2454","Bellingen"
"2264","Open Arms Care Incorporated","BELLINGEN NSW 2454","Vacancy","2454","Bellingen"
"2265","Bellingen Preschool","BELLINGEN NSW 2454",NA,"2454","Bellingen"
"2266","Glenreagh Preschool Incorporated","GLENREAGH NSW 2450",NA,"2450","Coffs Harbour"
"2267","Tiny Treasures Preschool Long Day Care Centre","CORINDI BEACH NSW 2456","No Vacancy","2456","Coffs Harbour"
"2268","Valla Community Preschool","VALLA BEACH NSW 2448",NA,"2448","Nambucca Valley"
"2269","Ngaarrila Preschool Thora","THORA NSW 2454",NA,"2454","Bellingen"
"2270","Dorrigo Preschool Incorporated","DORRIGO NSW 2453",NA,"2453","Bellingen"
"2271","Nambucca Valley Family Day Care","NAMBUCCA HEADS NSW 2448","No Vacancy","2448","Nambucca Valley"
"2272","Nambucca Heads Preschool Playcentre","NAMBUCCA HEADS NSW 2448",NA,"2448","Nambucca Valley"
"2273","Nambucca Valley OOSH","NAMBUCCA HEADS NSW 2448","Vacancy","2448","Nambucca Valley"
"2274","Ngaarrila Preschool Kalang","KALANG NSW 2454",NA,"2454","Bellingen"
"2275","Teddy Bears Kindy","NAMBUCCA HEADS NSW 2448","No Vacancy","2448","Nambucca Valley"
"2276","Giiguy Gamambi Preschool","NAMBUCCA HEADS NSW 2448",NA,"2448","Nambucca Valley"
"2277","Bowraville Community Preschool","BOWRAVILLE NSW 2449",NA,"2449","Nambucca Valley"
"2278","Alphabet Long Day Care College","MACKSVILLE NSW 2447","No Vacancy","2447","Nambucca Valley"
"2279","Thrive OSHC Coolamon","COOLAMON NSW 2701","Vacancy","2701","Coolamon"
"2280","Coolamon Early Childhood Centre","COOLAMON NSW 2701","Vacancy","2701","Coolamon"
"2281","Coolamon Preschool","COOLAMON NSW 2701",NA,"2701","Coolamon"
"2282","Spring Kidz Early Learning Centre Coolamon","COOLAMON NSW 2701","No Vacancy","2701","Coolamon"
"2283","Ganmain Pied Piper Preschool","GANMAIN NSW 2702",NA,"2702","Coolamon"
"2284","CSU - R Children's Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2285","Angel's Paradise Adaptive Montessori - Wagga","GOBBAGOMBALIN NSW 2650","No Vacancy","2650","Wagga Wagga"
"2286","Estella Public School NSW TheirCare","ESTELLA NSW 2650","Vacancy","2650","Wagga Wagga"
"2287","Little Wonders Early Educational Centre","ESTELLA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2288","Goodstart Early Learning Estella","ESTELLA WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2289","Wagga Wagga Early Years Learning Centre Boorooma","BOOROOMA NSW 2650","Vacancy","2650","Wagga Wagga"
"2290","Junee Kids Early Learning","JUNEE NSW 2663","No Vacancy","2663","Junee"
"2291","Milestones Early Learning Wagga Wagga","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2292","St Marys Rainbow Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2293","PCYC- Out Of School Hours North Wagga","NORTH WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2294","WWPS BASC","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2295","Goodstart Early Learning Junee","JUNEE NSW 2663","Vacancy","2663","Junee"
"2296","Junee Preschool","JUNEE NSW 2663",NA,"2663","Junee"
"2297","The After School Klub Wagga Wagga","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2298","Wiradjuri Neighbourhood Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2299","Shaw Street Children's Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2300","St Joseph's CPS Wagga TheirCare","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2301","Milestones Early Learning Ashmont","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2302","Seedlings Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2303","KU Ashmont Preschool and Family Centre","ASHMONT NSW 2650",NA,"2650","Wagga Wagga"
"2304","Goodstart Early Learning Wagga Wagga - Morgan Street","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2305","St Lukes Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2306","KU Koala Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2307","Holy Trinity PS Ashmont TheirCare","ASHMONT NSW 2650","No Vacancy","2650","Wagga Wagga"
"2308","Goodstart Early Learning Ashmont","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2309","Possums Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2310","Little Wonders Early Educational Centre","TURVEY PARK NSW 2650","No Vacancy","2650","Wagga Wagga"
"2311","Goodstart Early Learning Wagga Wagga - Station Place","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2312","PCYC - Out Of School Hours Wagga","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2313","KU - Kookaburra Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2314","Wagga Wagga Early Years Learning Centre - Glenfield Park","GLENFIELD PARK NSW 2650","Vacancy","2650","Wagga Wagga"
"2315","Riverina Kids Early Learning Centre","LLOYD NSW 2650","Vacancy","2650","Wagga Wagga"
"2316","Wagga Wagga TAFE Children's Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2317","Henschke Out of School Hours Care Incorporated","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2318","Goodstart Early Learning Glenfield Park","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2319","KU - Kingfisher Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2320","Wagga Wagga Early Years Learning Centre - Turvey Park","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2321","Kapooka Early Childhood Centre","KAPOOKA MILPO NSW 2661",NA,"2661","Wagga Wagga"
"2322","Goodstart Early Learning Kooringal","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2323","Red Hill Public School TheirCare","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2324","Red Hill Public School Bimbi Preschool","TOLLAND NSW 2650",NA,"2650","Wagga Wagga"
"2325","Wagga Wagga East Before & After School Care Inc","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2326","Kooringal Public School TheirCare","KOORINGAL NSW 2650","Vacancy","2650","Wagga Wagga"
"2327","Sacred Heart Kooringal CPS TheirCare","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2328","Goodstart Early Learning Wagga Wagga - Lake Albert Road","KOORINGAL NSW 2650","Vacancy","2650","Wagga Wagga"
"2329","Wagga Wagga Christian College Long Day Care","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2330","Town and Country Children's Centre","EAST WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2331","Montessori Children's House Wagga","BOURKELANDS NSW 2650","No Vacancy","2650","Wagga Wagga"
"2332","Lutheran After School and Vacation Care","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2333","Amy Hurd Early Learning Centre Incorporated","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2334","KU - Kangaroo Preschool","WAGGA WAGGA NSW 2650",NA,"2650","Wagga Wagga"
"2335","Spring Kidz Early Learning Centre Kooringal","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2336","SPRING KIDZ EARLY LEARNING CENTRE","BOURKELANDS NSW 2650","No Vacancy","2650","Wagga Wagga"
"2337","Inspire Early Learning Centre","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2338","Kooringal Child Care Centre Incorporated","KOORINGAL NSW 2650","No Vacancy","2650","Wagga Wagga"
"2339","Goodstart Early Learning Tatton","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2340","Uranquinty Outside Hours School Hours Care","URANQUINTY NSW 2652","No Vacancy","2652","Wagga Wagga"
"2341","Uranquinty Preschool","URANQUINTY NSW 2652",NA,"2652","Wagga Wagga"
"2342","Milestones Early Learning Lake Albert","LAKE ALBERT NSW 2650","Vacancy","2650","Wagga Wagga"
"2343","Mater Dei PS TheirCare","LAKE ALBERT NSW 2650","No Vacancy","2650","Wagga Wagga"
"2344","Community Kids Lake Albert Early Education Centre","WAGGA WAGGA NSW 2650","Vacancy","2650","Wagga Wagga"
"2345","Lake Albert Outside School Hours Care Inc","WAGGA WAGGA NSW 2650","No Vacancy","2650","Wagga Wagga"
"2346","Milestones Early Learning Forest Hill","FOREST HILL NSW 2651","Vacancy","2651","Wagga Wagga"
"2347","Forest Hill Public School TheirCare","FOREST HILL NSW 2651","Vacancy","2651","Wagga Wagga"
"2348","Forest Hill Community Preschool","FOREST HILL NSW 2651",NA,"2651","Wagga Wagga"
"2349","Coonamble Multi-functional Centre LDC","COONAMBLE NSW 2829","No Vacancy","2829","Coonamble"
"2350","Coonamble Public School Preschool","COONAMBLE NSW 2829",NA,"2829","Coonamble"
"2351","Coonamble Preschool","COONAMBLE NSW 2829",NA,"2829","Coonamble"
"2352","Smart Kids Child Care Centre","COONAMBLE NSW 2829","No Vacancy","2829","Coonamble"
"2353","Gulargambone Preschool Inc","GULARGAMBONE NSW 2828",NA,"2828","Coonamble"
"2354","Cootamundra Early Learning Centre","COOTAMUNDRA NSW 2590","No Vacancy","2590","Cootamundra-Gundagai Regional"
"2355","Cootamundra Preschool Incorporated","COOTAMUNDRA NSW 2590",NA,"2590","Cootamundra-Gundagai Regional"
"2356","Creekside Kids PTY LTD","COOTAMUNDRA NSW 2590","No Vacancy","2590","Cootamundra-Gundagai Regional"
"2357","Milestones Early Learning Cootamundra","COOTAMUNDRA NSW 2590","Vacancy","2590","Cootamundra-Gundagai Regional"
"2358","Bunyip Preschool Harden","HARDEN NSW 2587","No Vacancy","2587","Hilltops"
"2359","Murrunyip Out Of School Hours Care","MURRUMBURRAH NSW 2587","No Vacancy","2587","Hilltops"
"2360","Milestones Early Learning Young","YOUNG NSW 2594","No Vacancy","2594","Hilltops"
"2361","PCYC- Out Of School Hours Young","YOUNG NSW 2594","Vacancy","2594","Hilltops"
"2362","Goodstart Early Learning Young","YOUNG NSW 2594","Vacancy","2594","Hilltops"
"2363","Youngstars Early Learning Centre","YOUNG NSW 2594","Vacancy","2594","Hilltops"
"2364","Gumnut Grove Child Care Centre","YOUNG NSW 2594","Vacancy","2594","Hilltops"
"2365","Young Preschool Kindergarten","YOUNG NSW 2594",NA,"2594","Hilltops"
"2366","Annette's Place","YOUNG NSW 2594","Vacancy","2594","Hilltops"
"2367","Gumnut Child Care Centre (Gundagai)","GUNDAGAI NSW 2722","No Vacancy","2722","Cootamundra-Gundagai Regional"
"2368","Junee Preschool","JUNEE NSW 2663",NA,"2663","Junee"
"2369","Gundagai Preschool Kindergarten","GUNDAGAI NSW 2722",NA,"2722","Cootamundra-Gundagai Regional"
"2370","Goodstart Early Learning Junee","JUNEE NSW 2663","Vacancy","2663","Junee"
"2371","Junee Kids Early Learning","JUNEE NSW 2663","No Vacancy","2663","Junee"
"2372","Goodstart Early Learning Cowra","COWRA NSW 2794","Vacancy","2794","Cowra"
"2373","PCYC- Out Of School Hours Cowra","COWRA NSW 2794","Vacancy","2794","Cowra"
"2374","Cowra Early Childhood Services - Mobile","COWRA NSW 2794","No Vacancy","2794","Cowra"
"2375","Yalbillinga Boori Day Care","COWRA NSW 2794","Vacancy","2794","Cowra"
"2376","North Cowra Children's Centre","COWRA NSW 2794","No Vacancy","2794","Cowra"
"2377","Carinya Early Childhood Centre","COWRA NSW 2794","Vacancy","2794","Cowra"
"2378","Cowra Family Day Care","COWRA NSW 2794","No Vacancy","2794","Cowra"
"2379","Cowra Early Childhood Service Out of School Hours Care","COWRA NSW 2794","Vacancy","2794","Cowra"
"2380","Canowindra Pre-School Kindergarten Inc","CANOWINDRA NSW 2804","No Vacancy","2804","Cabonne"
"2381","Gooloogong OOSH","GOOLOOGONG NSW 2805","Vacancy","2805","Cowra"
"2382","Redfern Outside School Hours Care","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2383","Only About Children Redfern","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2384","Redfern Occasional Child Care Centre","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2385","Blackfriars Children's Centre","CHIPPENDALE NSW 2008","No Vacancy","2008","Sydney"
"2386","SDN Chippendale Children's Education and Care Centre","CHIPPENDALE NSW 2008","No Vacancy","2008","Sydney"
"2387","SDN Redfern Children's Education and Care Centre","REDFERN NSW 2016","No Vacancy","2016","Sydney"
"2388","Little Zak's Academy Ultimo","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2389","Inner City Care Childcare Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2390","KU Union Children's Centre","DARLINGTON NSW 2008","Vacancy","2008","Sydney"
"2391","MINDCHAMPS EARLY LEARNING @ BROADWAY","BROADWAY NSW 2007","No Vacancy","2007","Sydney"
"2392","Magic Pudding Child Care Centre","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2393","Honey Bird Child Care Centre","EVELEIGH NSW 2015","Vacancy","2015","Sydney"
"2394","KU James Cahill Preschool","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2395","Poet's Corner Kindergarten","REDFERN NSW 2016",NA,"2016","Sydney"
"2396","SDN Surry Hills Children's Education and Care Centre","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2397","IGS Out of School Hours Care","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2398","Only About Children Surry Hills","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2399","IGS Early Learning Centre","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2400","KIDS CLUB ELIZABETH STREET MANAGEMENT PTY LIMITED","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2401","Surry Hills Outside School Hours Care","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2402","The Girls & Boys Brigade","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2403","SDN Lois Barker Children's Education and Care Centre","WATERLOO NSW 2017","No Vacancy","2017","Sydney"
"2404","Mosman Early Learning Centre","BEAUTY POINT NSW 2088","No Vacancy","2088","Mosman"
"2405","Mary Street Early Learning","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2406","Centipede at Glebe School Inc","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2407","Surry Hills Neighbourhood Centre Long Day Care","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2408","Darling Nest Child Care Centre","HAYMARKET NSW 2000","Vacancy","2000","Sydney"
"2409","Guardian Childcare & Education George Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2410","Eveleigh Early Learning and Preschool","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2411","KU Sunbeam Preschool","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2412","Darlington Activity Centre","DARLINGTON NSW 2008","No Vacancy","2008","Sydney"
"2413","Forever Green Montessori","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2414","Darlington Public School Preschool","DARLINGTON NSW 2008",NA,"2008","Sydney"
"2415","Surry Hills Early Learning Centre","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2416","KU - John J Carroll Preschool","SURRY HILLS NSW 2010",NA,"2010","Sydney"
"2417","Ultimo Outside School Hours Care","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2418","BELIEVE PLAYSCHOOL PTY LTD","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2419","Whoosh Care Surry Hills","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2420","Barnardos Early Learning Centre Ultimo","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2421","Moore Park Gardens Preschool & Long Day Care Centre","REDFERN NSW 2016","Vacancy","2016","Sydney"
"2422","SDN Glebe Children's Education and Care Centre","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2423","Amigoss Spanish Bilingual Childcare","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2424","Active Kids @ World Square","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2425","The Green Elephant Early Learning Centre Waterloo","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2426","Camp Australia - Alexandria Park Community School OSHC","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2427","Wunanbiri Preschool","ALEXANDRIA NSW 2015",NA,"2015","Sydney"
"2428","Kids Capers Ultimo OOSH","ULTIMO NSW 2007","No Vacancy","2007","Sydney"
"2429","Surry Hills Neighbourhood Centre - Crown St OSHC: After School Care","SURRY HILLS NSW 2010","No Vacancy","2010","Sydney"
"2430","World Tower Child Care Centre","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2431","New Fort Street OSHClub","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2432","KU Carillon Avenue Children's Centre","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2433","KU Ultimo Children‘s Centre","ULTIMO NSW 2007","Vacancy","2007","Sydney"
"2434","North Newtown OOSH Inc (Nnoosh Inc)","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2435","Moore Park Children's Early Learning Centre 1","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2436","Reggio Academy","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2437","Goodstart Early Learning Glebe","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2438","Little Lion Early Learning PTY LTD","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2439","Broughton Street Kindergarten","GLEBE NSW 2037",NA,"2037","Sydney"
"2440","SDN Erskineville Children's Education and Care Centre","ERSKINEVILLE NSW 2043","No Vacancy","2043","Sydney"
"2441","St Andrew's Cathedral School TheirCare","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2442","Glebe Montessori Academy","GLEBE NSW 2037","Vacancy","2037","Sydney"
"2443","Boundary Lane Children's Centre","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2444","St Mary's (Erskineville) Out of Hours School Care Inc","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2445","Only About Children Glebe","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2446","Gowrie NSW Erskineville Early Education and Care Centre","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2447","Greenwood Waterloo","WATERLOO NSW 2017","Vacancy","2017","Sydney"
"2448","Whoosh Care Glebe","GLEBE NSW 2037","No Vacancy","2037","Sydney"
"2449","Gowrie NSW Erskineville Outside School Hours Care","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2450","Mini Masterminds Erskineville","ERSKINEVILLE NSW 2043","Vacancy","2043","Sydney"
"2451","East Sydney Early Learning","DARLINGHURST NSW 2010","Vacancy","2010","Sydney"
"2452","Genius Learning - Pyrmont 2","PYRMONT NSW 2009","Vacancy","2009","Sydney"
"2453","FLASCA","FOREST LODGE NSW 2037","Vacancy","2037","Sydney"
"2454","Camperdown Child Care and Pre-School","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2455","Active Kids Moore Park","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2456","SDN Linthorpe Street Children's Education & Care Centre","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2457","The Tree House","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2458","The Montessori Preschool & LDC of Sydney PTY LTD","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2459","Victoria Park Montessori Academy","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2460","SCEGGS Darlinghurst","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2461","KU Phillip Park Children's Centre","SYDNEY NSW 2011","Vacancy","2011","Sydney"
"2462","Kira Child Care Centre","PADDINGTON NSW 2021","Vacancy","2021","Woollahra"
"2463","Waranara Early Education Centre","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2464","Kensington Kids Kingdom Early Learning Centre","KENSINGTON NSW 2033","No Vacancy","2033","Randwick"
"2465","Goodstart Early Learning Kensington","KENSINGTON NSW 2033","Vacancy","2033","Randwick"
"2466","Darlo Play Centre","DARLINGHURST NSW 2010","No Vacancy","2010","Sydney"
"2467","Australia Street Infants School Preschool","NEWTOWN NSW 2042",NA,"2042","Inner West"
"2468","KU Maybanke Preschool","PYRMONT NSW 2009","Vacancy","2009","Sydney"
"2469","Yarrunda Temorah - Australia Street Outside School Hours Care","NEWTOWN NSW 2042","No Vacancy","2042","Inner West"
"2470","Newtown Kids Cottage","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
"2471","THRIVE ELC PYRMONT PTY LTD","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2472","Lion Education","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2473","Lighthouse ELC on Kent","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2474","Zetland Children's Early Learning Centre Pty Ltd","ZETLAND NSW 2017","Vacancy","2017","Sydney"
"2475","Camperdown Sunshine Kids","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2476","FROEBEL Alexandria","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2477","Huntley Street Early Learning","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2478","SDN Paddington Children's Education and Care Centre","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2479","Kinda-Mindi Early Learning Centre, Alexandria","ALEXANDRIA NSW 2015","Vacancy","2015","Sydney"
"2480","Barangaroo Montessori Academy","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2481","Plunkett Street Public School Preschool","WOOLLOOMOOLOO NSW 2011",NA,"2011","Sydney"
"2482","SDN Pyrmont Children's Education and Care Centre","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2483","Kensington Castle Early Education Centre","KENSINGTON NSW 2033","No Vacancy","2033","Randwick"
"2484","SDN Woolloomooloo Children's Education and Care Centre","WOOLLOOMOOLOO NSW 2011","No Vacancy","2011","Sydney"
"2485","Leap Early Learning Camperdown","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2486","Story House Early Learning Alexandria","ALEXANDRIA NSW 2015","No Vacancy","2015","Sydney"
"2487","Only About Children Barangaroo South","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2488","Bambini's 2 Child Care Centre","CENTENNIAL PARK NSW 2021","No Vacancy","2021","Woollahra"
"2489","Bambini's Child Care Centre","CENTENNIAL PARK NSW 2021","No Vacancy","2021","Woollahra"
"2490","Explore And Develop Annandale","ANNANDALE NSW 2038","Vacancy","2038","Inner West"
"2491","Wee Wonders Childcare Centre","KENSINGTON NSW 2033","Vacancy","2033","Randwick"
"2492","Explore & Develop Castlereagh Street, Sydney","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2493","Only About Children Alexandria","ALEXANDRIA NSW 2015","No Vacancy","2015","Sydney"
"2494","Guardian Childcare & Education Camperdown","CAMPERDOWN NSW 2050","Vacancy","2050","Sydney"
"2495","Kids Club Clarence Street","SYDNEY NSW 2000","No Vacancy","2000","Sydney"
"2496","Paddington Children's Centre","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2497","Learn & Laugh","ROSEBERY NSW 2018","No Vacancy","2018","Sydney"
"2498","KU - Peter Pan Paddington Pre-School","PADDINGTON NSW 2021",NA,"2021","Woollahra"
"2499","Genius Learning Pyrmont","PYRMONT NSW 2009","No Vacancy","2009","Sydney"
"2500","Guardian Childcare & Education Phillip Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2501","Little Bees Childcare Rosebery","ROSEBERY NSW 2018","No Vacancy","2018","Sydney"
"2502","Paddington Out of School Care Inc","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2503","The Green Elephant Early Learning Centre Beaconsfield","BEACONSFIELD NSW 2015","No Vacancy","2015","Sydney"
"2504","St Francis Regional Leisure Centre","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2505","Guardian Childcare & Education Margaret Street","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2506","Gumnut Gardens","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2507","Woolloomooloo Outside School Hours Care","WOOLLOOMOOLOO NSW 2011","No Vacancy","2011","Sydney"
"2508","The Learning Sanctuary Sydney","SYDNEY NSW 2000","Vacancy","2000","Sydney"
"2509","Hilda Booler Extended Hours PreSchool","GLEBE NSW 2037",NA,"2037","Sydney"
"2510","Guardian Childcare & Education Barangaroo","BARANGAROO NSW 2000","Vacancy","2000","Sydney"
"2511","The Cottage OSHC","PADDINGTON NSW 2021","No Vacancy","2021","Woollahra"
"2512","Active Kids Pre School Centre of Excellence Pty Ltd (Newtown)","NEWTOWN NSW 2042","Vacancy","2042","Inner West"
